geometry,Name,Description
"{""type"":""Polygon"",""coordinates"":[[[44.58912644911718,34.72462037068746,0],[44.5876347974018,34.723826482011695,0],[44.58759815376381,34.72380570781478,0],[44.58695913416856,34.7234402940491,0],[44.587569179724554,34.722699619131795,0],[44.587725866783934,34.72263167216915,0],[44.587908251087065,34.72261328199083,0],[44.587944365127086,34.72269166547396,0],[44.58805980678939,34.72285119312541,0],[44.58823160579869,34.72324592180147,0],[44.588114459781,34.72338575468106,0],[44.58804416459557,34.72335909099003,0],[44.58799023122052,34.72335606102513,0],[44.58797265742417,34.72335787900406,0],[44.58795326564888,34.72337787677235,0],[44.587914482098284,34.72339060262488,0],[44.587780692357846,34.72356487974242,0],[44.58781491414098,34.723587181330736,0],[44.58930506326184,34.724418074278944,0],[44.58912644911718,34.72462037068746,0]]]}",FAT37-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[44.58989573048734,34.72407753212424,0],[44.589745897033296,34.724277454411194,0],[44.58815215443814,34.723402523643095,0],[44.58831124584233,34.723223761108024,0],[44.58989573048734,34.72407753212424,0]]]}",FAT36-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[44.58831124584233,34.723223761108024,0],[44.58845126878467,34.72306642478762,0],[44.588891286654054,34.723297852067134,0],[44.58918055035502,34.72345846482835,0],[44.58969768168986,34.72374787769397,0],[44.59001126514587,34.72392337460781,0],[44.58989573048734,34.72407753212424,0],[44.58831124584233,34.723223761108024,0]]]}",FAT35-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[44.59112610310723,34.72504413841693,0],[44.59127624587854,34.72485958325988,0],[44.58993633648582,34.72409125648086,0],[44.58978179356337,34.72429758131762,0],[44.59112610310723,34.72504413841693,0]]]}",FAT34-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[44.58993633648582,34.72409125648086,0],[44.590047845229435,34.72394238506729,0],[44.59105768982165,34.72450927091159,0],[44.59127076411911,34.724637366658214,0],[44.591394918946456,34.72471312868173,0],[44.59127624587854,34.72485958325988,0],[44.58993633648582,34.72409125648086,0]]]}",FAT33-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[44.59111020911159,34.72364132054125,0],[44.59062141115885,34.72422317899016,0],[44.5910512400843,34.72446181927245,0],[44.59150686795919,34.723862454393576,0],[44.59111020911159,34.72364132054125,0]]]}",FAT32-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[44.58956644836301,34.72336162191007,0],[44.58970704571433,34.72319444588136,0],[44.59046599642374,34.72361372651957,0],[44.59056707644813,34.72366758486969,0],[44.590753535555265,34.72376593832741,0],[44.5908876931727,34.72384402657257,0],[44.59058616795115,34.724202447691496,0],[44.590074858440126,34.72391567673097,0],[44.59021559895287,34.723711328750234,0],[44.58956644836301,34.72336162191007,0]]]}",FAT31-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[44.58966665925662,34.72284125808691,0],[44.589861071585496,34.7229498189267,0],[44.58953674586671,34.72333743668351,0],[44.58956644836301,34.72336162191007,0],[44.59021559895287,34.723711328750234,0],[44.590074858440126,34.72391567673097,0],[44.58941277644731,34.72354434413311,0],[44.589378277841654,34.72352682964519,0],[44.58921184431454,34.72343498014304,0],[44.5893313449371,34.7233161978643,0],[44.58929855195018,34.72329638765791,0],[44.58966665925662,34.72284125808691,0]]]}",FAT30-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[44.58949235418839,34.72226200209366,0],[44.588753474707914,34.72318486261607,0],[44.58894877008243,34.723287309228134,0],[44.588983351183984,34.723306706921605,0],[44.58921184431454,34.72343498014304,0],[44.5893313449371,34.7233161978643,0],[44.58929855195018,34.72329638765791,0],[44.58966665925662,34.72284125808691,0],[44.58945024998433,34.722720414041305,0],[44.58940473462719,34.72271814335033,0],[44.58968144044811,34.72237283741838,0],[44.58949235418839,34.72226200209366,0]]]}",FAT29-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[43.662592434240494,34.619784929989684,0],[43.66356734707379,34.62112838029482,0],[43.66375981082323,34.62103339166598,0],[43.662801852995734,34.61971330571397,0],[43.66276893377551,34.619700447423575,0],[43.662592434240494,34.619784929989684,0]]]}",FAT13-FTK7071,
"{""type"":""Polygon"",""coordinates"":[[[44.588597976348176,34.72242676095903,0],[44.58899816045903,34.72197437032547,0],[44.58922331330721,34.722104003783514,0],[44.58925696012058,34.72212402285614,0],[44.58949235418839,34.72226200209366,0],[44.588753474707914,34.72318486261607,0],[44.588474021927276,34.723037152486214,0],[44.588835340056164,34.722616686888664,0],[44.588815914860334,34.72257758422503,0],[44.588597976348176,34.72242676095903,0]]]}",FAT28-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[44.58899816045903,34.72197437032547,0],[44.588833356825866,34.721879483385166,0],[44.588766318852656,34.72185539516429,0],[44.58870632554783,34.721863803316865,0],[44.588333342786406,34.72209083630207,0],[44.58828819039299,34.72211832036764,0],[44.58794163815869,34.72256713391697,0],[44.588125254031034,34.72282983187296,0],[44.58827023785103,34.723210243964886,0],[44.588360682302984,34.72310843714459,0],[44.588815914860334,34.72257758422503,0],[44.588597976348176,34.72242676095903,0],[44.58899816045903,34.72197437032547,0]]]}",FAT27-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[44.589741096432036,34.722363747523765,0],[44.590515706956104,34.72146187847431,0],[44.5909261157004,34.721698518732204,0],[44.59015771660436,34.72259811530797,0],[44.589741096432036,34.722363747523765,0]]]}",FAT26-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[44.5892788752881,34.72209574712925,0],[44.59002282690337,34.721217793337246,0],[44.59048071086159,34.7214433956885,0],[44.58970685782878,34.72234390125373,0],[44.5892788752881,34.72209574712925,0]]]}",FAT25-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[44.59013249779779,34.72069202025299,0],[44.5891830644536,34.721822754471255,0],[44.58937083443662,34.72192748525795,0],[44.58924478818305,34.72207650685219,0],[44.588857407171886,34.72185198645387,0],[44.588798322856526,34.721829110218955,0],[44.58875365809764,34.721821983566805,0],[44.588688327233264,34.72183028292743,0],[44.58829474296907,34.722072072156436,0],[44.58788148041798,34.72257594855867,0],[44.58770719384492,34.722600208228194,0],[44.587540355416,34.7226742640614,0],[44.58692524511149,34.723421738527655,0],[44.58581767060938,34.72279790325426,0],[44.58630894560694,34.72220555091493,0],[44.58657571974369,34.72238728251287,0],[44.58683252465674,34.72209505623249,0],[44.587250354718925,34.72156436622341,0],[44.58802799580372,34.72062949715973,0],[44.587647472746454,34.72041399581926,0],[44.58766793148477,34.72038196174214,0],[44.58768911731701,34.72030100159753,0],[44.58769762948174,34.72016480696169,0],[44.58769384629741,34.71997091876487,0],[44.587701412666064,34.719875582519784,0],[44.58771805867711,34.71976057371622,0],[44.58780545023511,34.71939852297599,0],[44.589851940153224,34.72053451864988,0],[44.58988577725542,34.72055500998282,0],[44.59013249779779,34.72069202025299,0]]]}",FAT24-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[44.58937083443662,34.72192748525795,0],[44.5891830644536,34.721822754471255,0],[44.589893990493515,34.72098124490222,0],[44.59013249779779,34.72069202025299,0],[44.590325273662664,34.72079907365469,0],[44.590361694056654,34.72081811437457,0],[44.59193372369218,34.72169712143737,0],[44.591743924512755,34.721904735702225,0],[44.59021638328953,34.72099008246428,0],[44.59017701514262,34.720974356401555,0],[44.58937083443662,34.72192748525795,0]]]}",FAT23-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[44.59004862585278,34.72118851357717,0],[44.59021638328953,34.72099008246428,0],[44.591743924512755,34.721904735702225,0],[44.591811277121145,34.72193454820095,0],[44.59198832464337,34.721729062993816,0],[44.5925649106878,34.72204010641235,0],[44.592250409209015,34.722418126997674,0],[44.591678737250184,34.72208915626683,0],[44.591612943104025,34.72205202762004,0],[44.59052046933511,34.72142442304329,0],[44.59004862585278,34.72118851357717,0]]]}",FAT22-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[44.590192311668396,34.72261830773508,0],[44.59050282045267,34.72225681531265,0],[44.59162338553611,34.72288858244347,0],[44.59135618213127,34.72327372390287,0],[44.590192311668396,34.72261830773508,0]]]}",FAT21-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[44.59068802005396,34.72203829206831,0],[44.590962133891736,34.721719337199396,0],[44.59208300610555,34.722363235979046,0],[44.59212400649395,34.72238077937129,0],[44.59222584292498,34.72244830135275,0],[44.59220149073495,34.72249036422643,0],[44.59219276374701,34.72256556130757,0],[44.59222672486201,34.722633773803494,0],[44.59237662272054,34.7227686480416,0],[44.59207317793433,34.72311969803212,0],[44.59176236201971,34.723501153927344,0],[44.59174884828428,34.72349286140789,0],[44.59138612734044,34.7232895411159,0],[44.591437110978596,34.7232182868746,0],[44.59169264343016,34.72289641426736,0],[44.591861321081815,34.72269741445647,0],[44.59183484478243,34.722669752068775,0],[44.59068802005396,34.72203829206831,0]]]}",FAT20-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[44.59054574191878,34.72328566359541,0],[44.59079451750263,34.722982525939535,0],[44.58971700821176,34.72239354533469,0],[44.58947333068273,34.72269237207129,0],[44.59054574191878,34.72328566359541,0]]]}",FAT19-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[44.59058245308022,34.72330458258408,0],[44.5908101811505,34.72301108906211,0],[44.591755355608335,34.72353812474345,0],[44.59153128482204,34.723833200227645,0],[44.59058245308022,34.72330458258408,0]]]}",FAT18-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[44.59108521637927,34.72448079416935,0],[44.591792844706696,34.723559374324566,0],[44.5920133345464,34.72368834551564,0],[44.591253000606244,34.72458285382772,0],[44.59108521637927,34.72448079416935,0]]]}",FAT17-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[44.591253000606244,34.72458285382772,0],[44.5920133345464,34.72368834551564,0],[44.59203382603383,34.72365713348399,0],[44.5918159562659,34.723530715223596,0],[44.59242898844544,34.722808344639276,0],[44.59273734731732,34.72307739082629,0],[44.59271953375699,34.72314373098201,0],[44.59256535432105,34.723356879445234,0],[44.59221399720012,34.72376167724715,0],[44.59218950355429,34.72379139210868,0],[44.59141924942887,34.72468542936316,0],[44.591253000606244,34.72458285382772,0]]]}",FAT16-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[44.59176260797779,34.72478246203868,0],[44.59152477137266,34.7246595729415,0],[44.59228227611576,34.72377964437275,0],[44.59232684916772,34.72373108063557,0],[44.592419794723014,34.72362035487664,0],[44.592633153345474,34.723379789449965,0],[44.59278151562477,34.72317015007654,0],[44.592799226308436,34.72313251487378,0],[44.59319188732114,34.72345027132082,0],[44.592738882968625,34.72398229281709,0],[44.5927062311733,34.72401960915473,0],[44.59261358830509,34.724129225933446,0],[44.59240670032423,34.72402651337805,0],[44.59176260797779,34.72478246203868,0]]]}",FAT15-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[44.59176260797779,34.72478246203868,0],[44.59152477137266,34.7246595729415,0],[44.5914324412843,34.72476766517368,0],[44.591182480722004,34.725075480109425,0],[44.59160228951982,34.72531337176152,0],[44.59261358830509,34.724129225933446,0],[44.592576874209726,34.724113520710766,0],[44.59240670032423,34.72402651337805,0],[44.59176260797779,34.72478246203868,0]]]}",FAT14-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[44.59297497682839,34.72610251350394,0],[44.59327598556714,34.72576754106733,0],[44.591927641337946,34.72503170953555,0],[44.591658118259055,34.72534598306616,0],[44.59297497682839,34.72610251350394,0]]]}",FAT13-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[44.59195140134977,34.725003066331126,0],[44.592241331800764,34.724664595487866,0],[44.59360031701684,34.72540465426101,0],[44.593301057481455,34.72573955381415,0],[44.59195140134977,34.725003066331126,0]]]}",FAT12-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[44.59226595021806,34.72463636528979,0],[44.592695735953356,34.72486972197029,0],[44.59347950861321,34.72395663783506,0],[44.59304829760113,34.723719264465444,0],[44.59226595021806,34.72463636528979,0]]]}",FAT11-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[44.59392960454269,34.72420470078056,0],[44.59351489758786,34.72397613821285,0],[44.59273183756631,34.724887035843956,0],[44.59316170428328,34.72512274099192,0],[44.59392960454269,34.72420470078056,0]]]}",FAT10-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[44.59441675766849,34.72447174582136,0],[44.59410480354153,34.7248172404796,0],[44.59362495163034,34.725375938173094,0],[44.59319756295141,34.72514154492766,0],[44.59396604627858,34.72422423355098,0],[44.59441675766849,34.72447174582136,0]]]}",FAT9-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[44.59390365347186,34.72661819880116,0],[44.59348191781715,34.72638528486236,0],[44.594239234030006,34.72549915109883,0],[44.59464252105591,34.72573759962626,0],[44.59390365347186,34.72661819880116,0]]]}",FAT8-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[44.59393686100378,34.72663747761835,0],[44.594679695043006,34.72575701680813,0],[44.595081413935446,34.72598771691147,0],[44.59511655857341,34.72600801040344,0],[44.595533866557126,34.72624848828,0],[44.59530279748126,34.72678866413159,0],[44.595258244042675,34.72681301632163,0],[44.595219225192736,34.72682629933438,0],[44.59521507425126,34.726823255310634,0],[44.59519930067362,34.726821871663454,0],[44.5945946913423,34.72685114861464,0],[44.594379904824976,34.726854525736464,0],[44.59433073922897,34.72685240414404,0],[44.59393686100378,34.72663747761835,0]]]}",FAT7-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[44.594348818885166,34.725520182535696,0],[44.594796382620224,34.72578344446888,0],[44.59554650386785,34.72621403546542,0],[44.59570257926763,34.72575337320391,0],[44.59464086067931,34.725184233004974,0],[44.594348818885166,34.725520182535696,0]]]}",FAT6-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[44.59411864149262,34.72485987536261,0],[44.59445038883561,34.724491394749805,0],[44.59585527241814,34.72526525323306,0],[44.595713258973234,34.72571720364202,0],[44.59411864149262,34.72485987536261,0]]]}",FAT5-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[44.59429509237797,34.72436299229331,0],[44.59460125762239,34.72398893609492,0],[44.5954874477566,34.724485819164265,0],[44.59553997608375,34.72453973993738,0],[44.59592636113522,34.72479113884651,0],[44.595862528879536,34.72522800237685,0],[44.59429509237797,34.72436299229331,0]]]}",FAT4-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[44.59567970296806,34.72594602301038,0],[44.595792885305826,34.725615331338865,0],[44.59589250790144,34.72528989752657,0],[44.59759439390906,34.72511168377262,0],[44.597561186377206,34.72560426216189,0],[44.59567970296806,34.72594602301038,0]]]}",FAT2-FTK0287,
"{""type"":""Polygon"",""coordinates"":[[[44.58544485843162,34.720751130906926,0],[44.58531606838664,34.720906844192974,0],[44.58669348849591,34.721683141190205,0],[44.58682518560083,34.72152727013534,0],[44.58544485843162,34.720751130906926,0]]]}",FAT41-FTK0285,
"{""type"":""Polygon"",""coordinates"":[[[44.58531606838664,34.720906844192974,0],[44.58516077432178,34.72108988780772,0],[44.58655310806466,34.721849946803495,0],[44.58669348849591,34.721683141190205,0],[44.58531606838664,34.720906844192974,0]]]}",FAT40-FTK0285,
"{""type"":""Polygon"",""coordinates"":[[[44.585132901918534,34.72112290588537,0],[44.584978508435434,34.72131002407414,0],[44.5863680134932,34.72207058690368,0],[44.58652737969245,34.721881035253254,0],[44.585132901918534,34.72112290588537,0]]]}",FAT39-FTK0285,
"{""type"":""Polygon"",""coordinates"":[[[44.584978508435434,34.72131002407414,0],[44.58481730055274,34.721505401018945,0],[44.58618776517925,34.72228282666595,0],[44.5863680134932,34.72207058690368,0],[44.584978508435434,34.72131002407414,0]]]}",FAT38-FTK0285,
"{""type"":""Polygon"",""coordinates"":[[[44.58548947769658,34.72278249968796,0],[44.58526858854159,34.72261802221969,0],[44.58490622423938,34.72309134076273,0],[44.585288705821355,34.72337501620466,0],[44.58578955415787,34.722797023570166,0],[44.58616117919467,34.722316059146735,0],[44.585941299833145,34.722192299656086,0],[44.58548947769658,34.72278249968796,0]]]}",FAT37-FTK0285,
"{""type"":""Polygon"",""coordinates"":[[[44.58444352283174,34.72270318689418,0],[44.58425396946454,34.72255719854104,0],[44.58501945594043,34.72166843450108,0],[44.58524181869426,34.72179634602805,0],[44.58528126886498,34.721818429547525,0],[44.585491030079076,34.72193709622078,0],[44.58505346278047,34.72245591393914,0],[44.58524916148417,34.72260331230701,0],[44.58526858854159,34.72261802221969,0],[44.58490622423938,34.72309134076273,0],[44.585288705821355,34.72337501620466,0],[44.58513847639922,34.72353644160202,0],[44.58513847639922,34.72353644160202,0],[44.58446610827206,34.72301715728952,0],[44.58433317834896,34.72289108826568,0],[44.584452538291984,34.72275604579737,0],[44.58444352283174,34.72270318689418,0]]]}",FAT35-FTK0285,
"{""type"":""Polygon"",""coordinates"":[[[44.58501945594043,34.72166843450108,0],[44.58479157218055,34.72153734708114,0],[44.583920237974944,34.72255147375252,0],[44.58429887385267,34.72286750392453,0],[44.58444352283174,34.72270318689418,0],[44.58425396946454,34.72255719854104,0],[44.58501945594043,34.72166843450108,0]]]}",FAT34-FTK0285,
"{""type"":""Polygon"",""coordinates"":[[[44.58369444369536,34.7223313187283,0],[44.583887434300365,34.722520385302715,0],[44.58475255081602,34.72151547796475,0],[44.58477549194789,34.721483746305665,0],[44.58566998168849,34.72041730527748,0],[44.58545870146227,34.72030881552741,0],[44.58457171439668,34.721367179546625,0],[44.58452944956884,34.72138945044936,0],[44.58369444369536,34.7223313187283,0]]]}",FAT33-FTK0285,
"{""type"":""Polygon"",""coordinates"":[[[44.58452944956884,34.72138945044936,0],[44.584326317449694,34.721274703281466,0],[44.58425556442611,34.721275560893865,0],[44.58418952827076,34.72130815016535,0],[44.58349722065514,34.722138104572274,0],[44.58369444369536,34.7223313187283,0],[44.58452944956884,34.72138945044936,0]]]}",FAT32-FTK0285,
"{""type"":""Polygon"",""coordinates"":[[[44.58444175963463,34.72071012537792,0],[44.5849777942846,34.71999305715242,0],[44.58522488084922,34.720188751570994,0],[44.58522488084922,34.720188751570994,0],[44.58545870146227,34.72030881552741,0],[44.58457171439668,34.721367179546625,0],[44.584367697248354,34.721250475730955,0],[44.584653682774096,34.72088988280178,0],[44.58465028053648,34.72082509997703,0],[44.58444175963463,34.72071012537792,0]]]}",FAT31-FTK0285,
"{""type"":""Polygon"",""coordinates"":[[[44.58472725125002,34.71978524493347,0],[44.584539787930346,34.71968071314804,0],[44.58395312556173,34.720440296043165,0],[44.58417366244124,34.72056245617737,0],[44.5842163286585,34.720585826115475,0],[44.58444175963463,34.72071012537792,0],[44.5849777942846,34.71999305715242,0],[44.58480207793254,34.71984227615852,0],[44.58472725125002,34.71978524493347,0]]]}",FAT30-FTK0285,
"{""type"":""Polygon"",""coordinates"":[[[44.584539787930346,34.71968071314804,0],[44.58436812605456,34.71958499243642,0],[44.58373628011363,34.72032018067239,0],[44.58395312556173,34.720440296043165,0],[44.584539787930346,34.71968071314804,0]]]}",FAT29-FTK0285,
"{""type"":""Polygon"",""coordinates"":[[[44.58385709626135,34.71899763513902,0],[44.58374645444164,34.71919589228022,0],[44.58476788063769,34.719765948654235,0],[44.58479746826574,34.719793928259016,0],[44.584908100266254,34.71965242221185,0],[44.58385709626135,34.71899763513902,0]]]}",FAT28-FTK0285,
"{""type"":""Polygon"",""coordinates"":[[[44.58318655056068,34.71893492223188,0],[44.58306884325783,34.71908307477519,0],[44.584174016865155,34.71974141041368,0],[44.58432631744969,34.71956183690144,0],[44.58318655056068,34.71893492223188,0]]]}",FAT27-FTK0285,
"{""type"":""Polygon"",""coordinates"":[[[44.58288981666783,34.71931591654371,0],[44.58275361709741,34.71949966000154,0],[44.58384378360034,34.720126364306545,0],[44.583995707866755,34.719951836143544,0],[44.58402100743279,34.71992181970932,0],[44.584174016865155,34.71974141041368,0],[44.58306126328632,34.71909264072004,0],[44.58291573413295,34.71928216418773,0],[44.58288981666783,34.71931591654371,0]]]}",FAT26-FTK0285,
"{""type"":""Polygon"",""coordinates"":[[[44.58384378360034,34.720126364306545,0],[44.58369597233048,34.72029616752499,0],[44.58260766218591,34.71969626764624,0],[44.58275361709741,34.71949966000154,0],[44.58384378360034,34.720126364306545,0]]]}",FAT25-FTK0285,
"{""type"":""Polygon"",""coordinates"":[[[44.583457624131114,34.7184949572357,0],[44.583291497250634,34.71837506044832,0],[44.58237723616374,34.719569610587016,0],[44.58256435275933,34.719673755320564,0],[44.583457624131114,34.7184949572357,0]]]}",FAT24-FTK0285,
"{""type"":""Polygon"",""coordinates"":[[[44.583291497250634,34.71837506044832,0],[44.58310293335096,34.71823896976352,0],[44.582191076959134,34.71946599871495,0],[44.58237723616374,34.719569610587016,0],[44.583291497250634,34.71837506044832,0]]]}",FAT23-FTK0285,
"{""type"":""Polygon"",""coordinates"":[[[44.581170305917084,34.72005441772866,0],[44.58139178219574,34.720251357276744,0],[44.5820898786951,34.71945635057539,0],[44.582149268354286,34.71944284317997,0],[44.583145170762,34.718113329545886,0],[44.58296737698991,34.717975682753995,0],[44.581911875529705,34.71931160983826,0],[44.58186876430184,34.719334322327946,0],[44.581170305917084,34.72005441772866,0]]]}",FAT22-FTK0285,
"{""type"":""Polygon"",""coordinates"":[[[44.58186876430184,34.719334322327946,0],[44.58161047335953,34.7191917771478,0],[44.58095054061229,34.71985899960049,0],[44.581170305917084,34.72005441772866,0],[44.58186876430184,34.719334322327946,0]]]}",FAT21-FTK0285,
"{""type"":""Polygon"",""coordinates"":[[[44.58296737698991,34.717975682753995,0],[44.582795452960525,34.717840962651096,0],[44.582785831163434,34.717874055684305,0],[44.581839670275336,34.71904190937964,0],[44.581645849871336,34.719164547953866,0],[44.581911875529705,34.71931160983826,0],[44.58296737698991,34.717975682753995,0]]]}",FAT20-FTK0285,
"{""type"":""Polygon"",""coordinates"":[[[44.581065932522236,34.719243045371826,0],[44.581262203020906,34.71947964603723,0],[44.58160070396064,34.71914193000256,0],[44.58180515137595,34.71901425137955,0],[44.58274466576791,34.71785390179275,0],[44.58275838756642,34.71781016355999,0],[44.58272279665153,34.7177621372652,0],[44.58244793187506,34.71761419912498,0],[44.581248897320116,34.718804274517595,0],[44.58137307279898,34.71892345513189,0],[44.581065932522236,34.719243045371826,0]]]}",FAT19-FTK0285,
"{""type"":""Polygon"",""coordinates"":[[[44.57950109329251,34.71720634347577,0],[44.57919050554985,34.71738671743398,0],[44.57974606384251,34.71805424636098,0],[44.580046831538304,34.71845487368701,0],[44.580124445461145,34.71857236658677,0],[44.58023250462444,34.718772619083836,0],[44.58039973904382,34.71925845651245,0],[44.58092052417804,34.719825338313534,0],[44.581262203020906,34.71947964603723,0],[44.581065932522236,34.719243045371826,0],[44.58064581304177,34.71873659307829,0],[44.57950109329251,34.71720634347577,0]]]}",FAT18-FTK0285,
"{""type"":""Polygon"",""coordinates"":[[[44.58038446393798,34.71934462118676,0],[44.58027988770967,34.71940575144327,0],[44.580044473103946,34.71888217906872,0],[44.5794951723572,34.71821452780979,0],[44.57969324711834,34.71810130175457,0],[44.57989267570786,34.718349601763926,0],[44.580064412592385,34.718614603997715,0],[44.580163466825404,34.71879920506835,0],[44.580343565430894,34.719291260186935,0],[44.58038446393798,34.71934462118676,0]]]}",FAT17-FTK0285,
"{""type"":""Polygon"",""coordinates"":[[[44.583201344374686,34.72007940598912,0],[44.583094979804066,34.72024597692046,0],[44.58201826792663,34.71960422089943,0],[44.582129757672035,34.719477790885556,0],[44.583201344374686,34.72007940598912,0]]]}",FAT16-FTK0285,
"{""type"":""Polygon"",""coordinates"":[[[44.583087710730744,34.72025736056359,0],[44.5829732194744,34.7204404608125,0],[44.582950063939414,34.72047690933981,0],[44.58272360611958,34.72080798467476,0],[44.581641626287215,34.72003299625465,0],[44.58180429376357,34.71984656422061,0],[44.58183216616677,34.71981526136774,0],[44.58201826792663,34.71960422089943,0],[44.583094979804066,34.72024597692046,0],[44.583087710730744,34.72025736056359,0]]]}",FAT15-FTK0285,
"{""type"":""Polygon"",""coordinates"":[[[44.581641626287215,34.72003299625465,0],[44.58142565788584,34.720280516098576,0],[44.58248180756515,34.72116514329647,0],[44.58272360611958,34.72080798467476,0],[44.581641626287215,34.72003299625465,0]]]}",FAT14-FTK0285,
"{""type"":""Polygon"",""coordinates"":[[[44.58211817990424,34.72094752414815,0],[44.58168851608828,34.72135917810356,0],[44.58155472855277,34.721433790382974,0],[44.58138492129616,34.72146981010407,0],[44.581266570783995,34.72107359317199,0],[44.58110576845765,34.72067351698407,0],[44.58078091690055,34.72042637101363,0],[44.580457413477866,34.72012292981872,0],[44.58034806789596,34.71973185856107,0],[44.580607924455315,34.71961994014196,0],[44.580638798501965,34.71962058335126,0],[44.580878072363554,34.71988429916644,0],[44.58211817990424,34.72094752414815,0]]]}",FAT13-FTK0285,
"{""type"":""Polygon"",""coordinates"":[[[44.58143166666667,34.72154999999999,0],[44.58134638270332,34.72204423039323,0],[44.581363365767864,34.72209619467758,0],[44.58232895005926,34.72112158386287,0],[44.58216613621648,34.720978321382255,0],[44.58214833333333,34.721070000000005,0],[44.581703333333344,34.72143833333334,0],[44.5816201123954,34.72148190616525,0],[44.58143166666667,34.72154999999999,0]]]}",FAT12-FTK0285,
"{""type"":""Polygon"",""coordinates"":[[[44.58232895005926,34.72112158386287,0],[44.58248609562692,34.72126076707983,0],[44.58147111134311,34.72229826368934,0],[44.58140927935505,34.72220647981327,0],[44.58136833333333,34.72214666666665,0],[44.581365637844215,34.722093901397535,0],[44.58232895005926,34.72112158386287,0]]]}",FAT11-FTK0285,
"{""type"":""Polygon"",""coordinates"":[[[44.58215190433833,34.72169100230312,0],[44.5828728933214,34.722312523913004,0],[44.58091529698039,34.723377089671615,0],[44.58091891615443,34.7233019918103,0],[44.58095557908484,34.72314890799563,0],[44.581019900015356,34.72299711059958,0],[44.58119969945594,34.72274235911474,0],[44.58150873908742,34.72235647413149,0],[44.58215190433833,34.72169100230312,0]]]}",FAT10-FTK0285,
"{""type"":""Polygon"",""coordinates"":[[[44.583998602308355,34.72271023924941,0],[44.58361856969527,34.7229553270518,0],[44.5828728933214,34.722312523913004,0],[44.58215190433833,34.72169100230312,0],[44.58253401472012,34.721304826917255,0],[44.58300934639676,34.72167660189573,0],[44.58327241900264,34.72195736275752,0],[44.58342678923591,34.72216126010729,0],[44.583998602308355,34.72271023924941,0]]]}",FAT9-FTK0285,
"{""type"":""Polygon"",""coordinates"":[[[44.58091529698039,34.723377089671615,0],[44.58091119764276,34.723462150927325,0],[44.58092856429401,34.723608481044295,0],[44.58123376710941,34.7236091242536,0],[44.58134504231923,34.723580179834855,0],[44.58170105866974,34.723294594903294,0],[44.58179432401903,34.723263720856636,0],[44.58189659429858,34.723258575182186,0],[44.582260007556094,34.723311639949884,0],[44.5825941547902,34.723130898135075,0],[44.58292669400105,34.72304342166955,0],[44.58344672872442,34.723030235878795,0],[44.58354031567834,34.72300579392519,0],[44.5836185698082,34.72295532714915,0],[44.5828728933214,34.722312523913004,0],[44.58091529698039,34.723377089671615,0]]]}",FAT8-FTK0285,
